# energy s py pz px d
-2.958050000000000068e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.956770000000000209e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.955499999999999972e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.954230000000000089e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.952950000000000230e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.951679999999999993e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.950410000000000110e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.949130000000000251e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.947860000000000014e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.946590000000000131e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.945309999999999917e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.944040000000000035e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.942770000000000152e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.941489999999999938e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.940220000000000056e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.938950000000000173e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.937669999999999959e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.936400000000000077e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.935130000000000194e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.933849999999999980e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.932580000000000098e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.931310000000000215e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.930030000000000001e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.928760000000000119e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.927490000000000236e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.926210000000000022e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.924940000000000140e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.923670000000000258e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.922390000000000043e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.921120000000000161e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.919849999999999923e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.918570000000000064e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.917300000000000182e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.916029999999999944e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.914750000000000085e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.913480000000000203e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.912209999999999965e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.910930000000000106e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.909660000000000224e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.908389999999999986e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.907110000000000127e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.905840000000000245e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.904560000000000031e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.903290000000000148e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.902020000000000266e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.900740000000000052e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.899470000000000169e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.898199999999999932e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.896920000000000073e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.895650000000000190e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.894379999999999953e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.893100000000000094e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.891830000000000211e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.890559999999999974e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.889280000000000115e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.888010000000000232e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.886739999999999995e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.885460000000000136e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.884190000000000254e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.882920000000000016e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.881640000000000157e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.880369999999999919e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.879100000000000037e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.877820000000000178e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.876549999999999940e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.875280000000000058e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.874000000000000199e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.872729999999999961e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.871460000000000079e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.870180000000000220e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.868909999999999982e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.867640000000000100e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.866360000000000241e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.865090000000000003e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.863820000000000121e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.862540000000000262e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.861270000000000024e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.860000000000000142e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.858719999999999928e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.857450000000000045e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.856180000000000163e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.854899999999999949e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.853630000000000067e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.852360000000000184e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.851079999999999970e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.849810000000000088e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.848530000000000229e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.847259999999999991e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.845990000000000109e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.844710000000000250e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.843440000000000012e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.842170000000000130e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.840889999999999915e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.839620000000000033e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.838350000000000151e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.837069999999999936e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.835800000000000054e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.834530000000000172e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-2.833249999999999957e+01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.511334402172528159e-08
-2.831980000000000075e+01 7.556672010862639140e-09 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 9.671934665342557283e-08
-2.830710000000000193e+01 3.324632930498750814e-08 7.556672010862639140e-09 5.037781340575093311e-09 7.556672010862639140e-09 3.957771033966715517e-07
-2.829429999999999978e+01 1.276175570829294285e-07 3.576521997527505562e-08 2.888126132409179871e-08 3.576521997527505562e-08 1.335323834954412591e-06
-2.828160000000000096e+01 3.983225293291411725e-07 1.193881717123873938e-07 1.042752246818708044e-07 1.244259530529624756e-07 3.879267125286546516e-06
-2.826890000000000214e+01 1.104955364121866105e-06 3.544994897605453815e-07 3.240971720963538711e-07 3.607107350520492462e-07 1.028708448605164867e-05
-2.825609999999999999e+01 2.787358988345330755e-06 9.461144756389250254e-07 8.873365659058174940e-07 9.531696030761205155e-07 2.526336000335242425e-05
-2.824340000000000117e+01 6.575107521352156932e-06 2.322016453714793986e-06 2.222696579201450583e-06 2.323041617289581206e-06 5.814529405996004342e-05
-2.823070000000000235e+01 1.461086224883027907e-05 5.326623569506883373e-06 5.190240251375873713e-06 5.297056487634154815e-06 1.264986268344721126e-04
-2.821790000000000020e+01 3.073431902817770308e-05 1.154604128630837264e-05 1.140095008693972734e-05 1.140227000878651384e-05 2.614558034309425534e-04
-2.820520000000000138e+01 6.147264552153754679e-05 2.371078619234081805e-05 2.371095983690590434e-05 2.324528151553807937e-05 5.150813193944863604e-04
-2.819250000000000256e+01 1.172357742145084059e-04 4.632982606829460901e-05 4.685305479695131233e-05 4.507422127333753239e-05 9.697653008674693214e-04
-2.817970000000000041e+01 2.136699035722991664e-04 8.637507902491605859e-05 8.817761407823493695e-05 8.333697809584257588e-05 1.748543658172010571e-03
-2.816700000000000159e+01 3.729106773455132884e-04 1.539652748995932086e-04 1.583963145538672666e-04 1.472578934871604549e-04 3.024948495913388005e-03
-2.815429999999999922e+01 6.243762611127951770e-04 2.629478362129608290e-04 2.721139452476428419e-04 2.491963727216078405e-04 5.029497686686256429e-03
-2.814150000000000063e+01 1.004703386145766207e-03 4.310931567354228319e-04 4.478674069117008537e-04 4.047168244059092131e-04 8.050035584429399496e-03
-2.812880000000000180e+01 1.556408055066214619e-03 6.797373581314679770e-04 7.074840860043656076e-04 6.320907947361367914e-04 1.242242112918749350e-02
-2.811609999999999943e+01 2.325055044289930147e-03 1.032682447286015779e-03 1.074502374354911402e-03 9.511624766134676306e-04 1.850994931198171600e-02
-2.810330000000000084e+01 3.354867954425478412e-03 1.514261247918007773e-03 1.571782508846991319e-03 1.381612360553752380e-03 2.667061490920847114e-02
-2.809060000000000201e+01 4.683187215896515189e-03 2.146720544809532956e-03 2.218401514594636487e-03 1.940699676657768602e-03 3.721488751162031761e-02
-2.807789999999999964e+01 6.334278059959917717e-03 2.947047913321777530e-03 3.026359568816310627e-03 2.640747866027399679e-03 5.035863253487626867e-02
-2.806510000000000105e+01 8.313680144624194940e-03 3.923749917757473997e-03 3.997615610127094182e-03 3.486749440271125471e-03 6.617857407315853868e-02
-2.805240000000000222e+01 1.060394552842701572e-02 5.074002042254314830e-03 5.122115002870806892e-03 4.474643649031237978e-03 8.457864736785926374e-02
-2.803969999999999985e+01 1.316306414173598095e-02 6.381771748597973165e-03 6.377299765073935096e-03 5.590561412604199906e-03 1.052751097583619067e-01
-2.802690000000000126e+01 1.592608946841311823e-02 7.817458202056240882e-03 7.729372407812545864e-03 6.811440991232258803e-03 1.278062801559730344e-01
-2.801420000000000243e+01 1.881029944386359079e-02 9.339380788961307300e-03 9.136342126660111640e-03 8.107030079221875032e-03 1.515683486627583954e-01
-2.800150000000000006e+01 2.172331980727033873e-02 1.089729052563370715e-02 1.055241957128972077e-02 9.443057430957347426e-03 1.758741647644425365e-01
-2.798870000000000147e+01 2.457311529526570726e-02 1.243761355299702331e-02 1.193310696080368202e-02 1.078504262505317404e-02 2.000265829440569798e-01
-2.797600000000000264e+01 2.727813256631098776e-02 1.390961330415386131e-02 1.323998883070687770e-02 1.210200319218588533e-02 2.233943085114749871e-01
-2.796330000000000027e+01 2.977585394843006161e-02 1.527148875221676950e-02 1.444451761178978597e-02 1.336938407113213295e-02 2.454767720257773622e-01
-2.795050000000000168e+01 3.202813045201042402e-02 1.649505252881187586e-02 1.552986895992427945e-02 1.457051758006932402e-02 2.659460833950147984e-01
-2.793779999999999930e+01 3.402224413503603107e-02 1.756803676517143531e-02 1.649074720878930533e-02 1.569649767141019503e-02 2.846582037327268777e-01
-2.792500000000000071e+01 3.576748661477457958e-02 1.849342102662144410e-02 1.733117723165839008e-02 1.674451493154849313e-02 3.016313755952125253e-01
-2.791230000000000189e+01 3.728801808640119786e-02 1.928599413193230611e-02 1.806083647127328801e-02 1.771523426437337373e-02 3.169962494005422182e-01
-2.789959999999999951e+01 3.861351636875777482e-02 1.996688227612815336e-02 1.869063117447055528e-02 1.860973863957712110e-02 3.309275452528095962e-01
-2.788680000000000092e+01 3.976951735890130873e-02 2.055728384425784330e-02 1.922850822963959039e-02 1.942679778135953175e-02 3.435705209280529027e-01
-2.787410000000000210e+01 4.076951450788907083e-02 2.107273655056372819e-02 1.967619404453482823e-02 2.016089778369850247e-02 3.549767422222506741e-01
-2.786139999999999972e+01 4.161030049830249239e-02 2.151900157071301792e-02 2.002756562296232473e-02 2.080141786178414665e-02 3.650621259644228345e-01
-2.784860000000000113e+01 4.227122214610797013e-02 2.189029036761640234e-02 2.026894595443825761e-02 2.133292032189270521e-02 3.735954072420501482e-01
-2.783590000000000231e+01 4.271738878701047959e-02 2.217011650629435726e-02 2.038138246354810959e-02 2.173643467406745008e-02 3.802198799634982640e-01
-2.782319999999999993e+01 4.290580976557501619e-02 2.233437965127616984e-02 2.034431822024648784e-02 2.199147098212340598e-02 3.845034562485300511e-01
-2.781040000000000134e+01 4.279310650369362590e-02 2.235596461102795293e-02 2.013995953795011395e-02 2.207824780118042285e-02 3.860065671383340336e-01
-2.779770000000000252e+01 4.234312973549318737e-02 2.220982957543207043e-02 1.975729840391120262e-02 2.197990780456978918e-02 3.843534389863342837e-01
-2.778500000000000014e+01 4.153302255691895123e-02 2.187754607581085184e-02 1.919483037628495758e-02 2.168442481360022614e-02 3.792922978924421207e-01
-2.777220000000000155e+01 4.035684212655453462e-02 2.135025210075817623e-02 1.846143541377384678e-02 2.118606549761073779e-02 3.707333679933867976e-01
-2.775949999999999918e+01 3.882631374491012782e-02 2.062969818126177829e-02 1.757526087576150725e-02 2.048646642800315207e-02 3.587598554663303241e-01
-2.774680000000000035e+01 3.696914045322798048e-02 1.972735392183537495e-02 1.656113615080100077e-02 1.959515394063520918e-02 3.436128705636821157e-01
-2.773400000000000176e+01 3.482566181357193980e-02 1.866214248484469179e-02 1.544733688472653584e-02 1.852948554441166337e-02 3.256574964720012066e-01
-2.772129999999999939e+01 3.244488539528166127e-02 1.745771449888550847e-02 1.426257915271611325e-02 1.731378414251936310e-02 3.053395618459422978e-01
-2.770860000000000056e+01 2.988075994115386644e-02 1.614011856942054735e-02 1.303382591348497578e-02 1.597778891929010903e-02 2.831438933346570597e-01
-2.769580000000000197e+01 2.718927071920500954e-02 1.473644671930677934e-02 1.178524316838665612e-02 1.455457070832749493e-02 2.595620078426593147e-01
-2.768309999999999960e+01 2.442654784423390138e-02 1.327456983443693096e-02 1.053805173122891389e-02 1.307834459322582132e-02 2.350743505824421375e-01
-2.767040000000000077e+01 2.164776564876324388e-02 1.178351161364911068e-02 9.311040180071917041e-03 1.158273873230144212e-02 2.101461572116479770e-01
-2.765760000000000218e+01 1.890653953364681769e-02 1.029387610259157974e-02 8.121212259062052241e-03 1.009977200377967094e-02 1.852323659616041951e-01
-2.764489999999999981e+01 1.625413785037588266e-02 8.837542530851387468e-03 6.984302828173818110e-03 8.659450200342288725e-03 1.607835381412852926e-01
-2.763220000000000098e+01 1.373837135762413612e-02 7.446379686729594563e-03 5.914911501158966016e-03 7.289529011064337267e-03 1.372451565467307788e-01
-2.761940000000000239e+01 1.140174764810377751e-02 6.150027920245930424e-03 4.926236954966529101e-03 6.015086119171778566e-03 1.150455365138988439e-01
-2.760670000000000002e+01 9.279297920803987465e-03 4.973287626473728643e-03 4.029471280954741857e-03 4.857498237399282548e-03 9.457232206507963646e-02
-2.759400000000000119e+01 7.396336189179697831e-03 3.933859695579954366e-03 3.232972706292205033e-03 3.833007158744486127e-03 7.614279753651985450e-02
-2.758120000000000260e+01 5.766832985017426513e-03 3.040982808897079327e-03 2.541494320600936468e-03 2.951286667143343621e-03 5.997569621973498216e-02
-2.756850000000000023e+01 4.392815312072540120e-03 2.295305273145032722e-03 1.955651933731142843e-03 2.214567933218219899e-03 4.617257615262881920e-02
-2.755580000000000140e+01 3.265066207658544502e-03 1.689946570709423843e-03 1.471877045857615356e-03 1.617714775234079970e-03 3.471383862571264523e-02
-2.754299999999999926e+01 2.364930671304393914e-03 1.212277929849795138e-03 1.082787285346118898e-03 1.149269683827483643e-03 2.547029135481574183e-02
-2.753030000000000044e+01 1.666913770550377530e-03 8.460721736079017223e-04 7.781348331224154438e-04 7.933102860522307093e-04 1.822714945389785832e-02
-2.751760000000000161e+01 1.141590704795541642e-03 5.734998503721676398e-04 5.459247872310353912e-04 5.315504249148690153e-04 1.271492215615781587e-02
-2.750479999999999947e+01 7.583758136278205423e-04 3.767893261322513457e-04 3.736155172021901399e-04 3.453642779279050509e-04 8.641057652498215780e-03
-2.749210000000000065e+01 4.878057797439697054e-04 2.393884137883762499e-04 2.491351789543233032e-04 2.173292495526823033e-04 5.717316866075144825e-03
-2.747940000000000182e+01 3.032067987326226687e-04 1.467125896360206875e-04 1.616288835547568972e-04 1.322765264461776586e-04 3.679959095279240235e-03
-2.746659999999999968e+01 1.817488080423542416e-04 8.651010379740686426e-05 1.018127851007492846e-04 7.774626422513702007e-05 2.301926304577719528e-03
-2.745390000000000086e+01 1.048319344370757716e-04 4.894773715584735396e-05 6.211926680485127604e-05 4.405443525230390013e-05 1.397708516112918572e-03
-2.744120000000000203e+01 5.804488559496879960e-05 2.649985374770584716e-05 3.660669131147604273e-05 2.401386573703294055e-05 8.225811067393716449e-04
-2.742839999999999989e+01 3.077997174727596690e-05 1.369385098266730584e-05 2.077700384414742719e-05 1.256195197934662086e-05 4.684080061197550037e-04
-2.741570000000000107e+01 1.559464043178187618e-05 6.736846971358934289e-06 1.131882605237342973e-05 6.293115110698785992e-06 2.575677573858216438e-04
-2.740300000000000225e+01 7.524620972952949522e-06 3.143271351200574423e-06 5.898402783260937572e-06 3.008728837013944689e-06 1.364650620586498064e-04
-2.739020000000000010e+01 3.446043536992491031e-06 1.383403945150491685e-06 2.930332510743764075e-06 1.369914342732873808e-06 6.948148090414099350e-05
-2.737750000000000128e+01 1.489525347142970513e-06 5.719646719453179366e-07 1.382915951235659893e-06 5.905097310438549608e-07 3.389485027281049080e-05
